row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales
4396,CA-2015-142965,20/07/2015,20/07/2015,SAME DAY,SW-20245,SCOT WOOTEN,CONSUMER,UNITED STATES,SPRINGFIELD,OHIO,45503.0,EAST,OFF-BI-10000977,OFFICE SUPPLIES,BINDERS,IBICO PLASTIC SPIRAL BINDING COMBS,27.36
4397,CA-2017-148740,15/11/2017,19/11/2017,STANDARD CLASS,AH-10690,ANNA HÃ¤BERLIN,CORPORATE,UNITED STATES,SAN DIEGO,CALIFORNIA,92024.0,WEST,TEC-PH-10002549,TECHNOLOGY,PHONES,POLYCOM SOUNDPOINT IP 450 VOIP PHONE,361.376
4398,US-2015-138758,07/07/2015,11/07/2015,STANDARD CLASS,JL-15835,JOHN LEE,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,FUR-CH-10002880,FURNITURE,CHAIRS,"GLOBAL HIGH-BACK LEATHER TILTER, BURGUNDY",172.186
4399,US-2015-138758,07/07/2015,11/07/2015,STANDARD CLASS,JL-15835,JOHN LEE,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,FUR-FU-10003039,FURNITURE,FURNISHINGS,"HOWARD MILLER 11-1/2"" DIAMETER GRANTWOOD WALL CLOCK",69.008
4400,CA-2017-131737,17/03/2017,17/03/2017,SAME DAY,GZ-14470,GARY ZANDUSKY,CONSUMER,UNITED STATES,COLUMBIA,MARYLAND,21044.0,EAST,OFF-EN-10003055,OFFICE SUPPLIES,ENVELOPES,"BLUE STRING-TIE & BUTTON INTEROFFICE ENVELOPES, 10 X 13",199.9
4401,CA-2017-131737,17/03/2017,17/03/2017,SAME DAY,GZ-14470,GARY ZANDUSKY,CONSUMER,UNITED STATES,COLUMBIA,MARYLAND,21044.0,EAST,OFF-AP-10002945,OFFICE SUPPLIES,APPLIANCES,HONEYWELL ENVIRACAIRE PORTABLE HEPA AIR CLEANER FOR 17' X 22' ROOM,901.95
4402,CA-2017-131737,17/03/2017,17/03/2017,SAME DAY,GZ-14470,GARY ZANDUSKY,CONSUMER,UNITED STATES,COLUMBIA,MARYLAND,21044.0,EAST,FUR-FU-10004306,FURNITURE,FURNISHINGS,ELECTRIX HALOGEN MAGNIFIER LAMP,971.5
4403,CA-2017-114538,26/12/2017,27/12/2017,FIRST CLASS,RC-19825,ROY COLLINS,CONSUMER,UNITED STATES,COLORADO SPRINGS,COLORADO,80906.0,WEST,OFF-AR-10002445,OFFICE SUPPLIES,ART,SANFORD MAJOR ACCENT HIGHLIGHTERS,11.328
4404,CA-2015-127936,02/09/2015,04/09/2015,FIRST CLASS,CL-12565,CLAY LUDTKE,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10009.0,EAST,OFF-AR-10002445,OFFICE SUPPLIES,ART,SANFORD MAJOR ACCENT HIGHLIGHTERS,21.24
4405,CA-2016-164336,05/07/2016,10/07/2016,STANDARD CLASS,MW-18220,MITCH WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140.0,EAST,TEC-AC-10002345,TECHNOLOGY,ACCESSORIES,HP STANDARD 104 KEY PS/2 KEYBOARD,34.8
4406,CA-2016-164336,05/07/2016,10/07/2016,STANDARD CLASS,MW-18220,MITCH WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140.0,EAST,OFF-ST-10001558,OFFICE SUPPLIES,STORAGE,ACCO PERMA 4000 STACKING STORAGE DRAWERS,38.976
4407,CA-2017-100041,20/11/2017,25/11/2017,STANDARD CLASS,BF-10975,BARBARA FISHER,CORPORATE,UNITED STATES,COLUMBUS,INDIANA,47201.0,CENTRAL,OFF-PA-10001622,OFFICE SUPPLIES,PAPER,"AMPAD POLY COVER WIREBOUND STENO BOOK, 6"" X 9"" ASSORTED COLORS, GREGG RULED",9.08
4408,CA-2017-100041,20/11/2017,25/11/2017,STANDARD CLASS,BF-10975,BARBARA FISHER,CORPORATE,UNITED STATES,COLUMBUS,INDIANA,47201.0,CENTRAL,OFF-PA-10000418,OFFICE SUPPLIES,PAPER,XEROX 189,314.55
4409,CA-2017-100041,20/11/2017,25/11/2017,STANDARD CLASS,BF-10975,BARBARA FISHER,CORPORATE,UNITED STATES,COLUMBUS,INDIANA,47201.0,CENTRAL,OFF-BI-10000343,OFFICE SUPPLIES,BINDERS,"PRESSBOARD COVERS WITH STORAGE HOOKS, 9 1/2"" X 11"", LIGHT BLUE",4.91
4410,US-2015-154879,06/05/2015,11/05/2015,STANDARD CLASS,SN-20710,STEVE NGUYEN,HOME OFFICE,UNITED STATES,LOS ANGELES,CALIFORNIA,90004.0,WEST,OFF-LA-10004425,OFFICE SUPPLIES,LABELS,STAPLE-ON LABELS,5.78
4411,US-2015-154879,06/05/2015,11/05/2015,STANDARD CLASS,SN-20710,STEVE NGUYEN,HOME OFFICE,UNITED STATES,LOS ANGELES,CALIFORNIA,90004.0,WEST,OFF-AR-10001897,OFFICE SUPPLIES,ART,MODEL L TABLE OR WALL-MOUNT PENCIL SHARPENER,107.94
4412,CA-2015-130624,21/06/2015,24/06/2015,FIRST CLASS,TB-21280,TOBY BRAUNHARDT,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10024.0,EAST,OFF-PA-10003883,OFFICE SUPPLIES,PAPER,"MESSAGE BOOK, PHONE, WIREBOUND STANDARD LINE MEMO, 2 3/4"" X 5""",19.65
4413,CA-2015-130624,21/06/2015,24/06/2015,FIRST CLASS,TB-21280,TOBY BRAUNHARDT,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10024.0,EAST,TEC-PH-10003963,TECHNOLOGY,PHONES,GE 2-JACK PHONE LINE SPLITTER,617.97
4414,CA-2015-130624,21/06/2015,24/06/2015,FIRST CLASS,TB-21280,TOBY BRAUNHARDT,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10024.0,EAST,OFF-AP-10001303,OFFICE SUPPLIES,APPLIANCES,"HOLMES COOL MIST HUMIDIFIER FOR THE WHOLE HOUSE WITH 8-GALLON OUTPUT PER DAY, EXTENDED LIFE FILTER",59.7
4415,CA-2018-132339,19/08/2018,23/08/2018,STANDARD CLASS,JB-15400,JENNIFER BRAXTON,CORPORATE,UNITED STATES,LAWRENCE,MASSACHUSETTS,1841.0,EAST,OFF-BI-10003925,OFFICE SUPPLIES,BINDERS,FELLOWES PB300 PLASTIC COMB BINDING MACHINE,387.99
4416,CA-2015-153983,29/11/2015,06/12/2015,STANDARD CLASS,AH-10210,ALAN HWANG,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94122.0,WEST,TEC-PH-10004586,TECHNOLOGY,PHONES,WILSON SIGNALBOOST 841262 DB PRO AMPLIFIER KIT,575.92
4417,CA-2015-153983,29/11/2015,06/12/2015,STANDARD CLASS,AH-10210,ALAN HWANG,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94122.0,WEST,OFF-FA-10003495,OFFICE SUPPLIES,FASTENERS,STAPLES,30.4
4418,CA-2018-112900,09/04/2018,12/04/2018,SECOND CLASS,KL-16645,KEN LONSDALE,CONSUMER,UNITED STATES,DETROIT,MICHIGAN,48205.0,CENTRAL,OFF-BI-10002867,OFFICE SUPPLIES,BINDERS,GBC RECYCLED REGENCY COMPOSITION COVERS,478.24
4419,CA-2015-160157,20/12/2015,27/12/2015,STANDARD CLASS,MH-17455,MARK HAMILTON,CONSUMER,UNITED STATES,HAMILTON,OHIO,45011.0,EAST,FUR-FU-10003773,FURNITURE,FURNISHINGS,ELDON CLEATMAT PLUS CHAIR MATS FOR HIGH PILE CARPETS,190.848
4420,CA-2015-139633,17/12/2015,24/12/2015,STANDARD CLASS,EC-14050,ERIN CREIGHTON,CONSUMER,UNITED STATES,COLUMBUS,OHIO,43229.0,EAST,OFF-BI-10002954,OFFICE SUPPLIES,BINDERS,NEWELL 3-HOLE PUNCHED PLASTIC SLOTTED MAGAZINE HOLDERS FOR BINDERS,5.484
4421,CA-2016-163090,17/11/2016,21/11/2016,SECOND CLASS,GH-14665,GREG HANSEN,CONSUMER,UNITED STATES,CHICAGO,ILLINOIS,60610.0,CENTRAL,OFF-SU-10002537,OFFICE SUPPLIES,SUPPLIES,ACME BOX CUTTER SCISSORS,40.92
4422,CA-2015-117016,04/03/2015,09/03/2015,STANDARD CLASS,SC-20095,SANJIT CHAND,CONSUMER,UNITED STATES,MARGATE,FLORIDA,33063.0,SOUTH,OFF-AR-10001374,OFFICE SUPPLIES,ART,"BIC BRITE LINER HIGHLIGHTERS, CHISEL TIP",15.552
4423,CA-2018-159464,18/05/2018,19/05/2018,FIRST CLASS,TB-21355,TODD BOYES,CORPORATE,UNITED STATES,SANDY SPRINGS,GEORGIA,30328.0,SOUTH,OFF-AP-10001492,OFFICE SUPPLIES,APPLIANCES,"ACCO SIX-OUTLET POWER STRIP, 4' CORD LENGTH",17.24
4424,CA-2018-159464,18/05/2018,19/05/2018,FIRST CLASS,TB-21355,TODD BOYES,CORPORATE,UNITED STATES,SANDY SPRINGS,GEORGIA,30328.0,SOUTH,FUR-BO-10003546,FURNITURE,BOOKCASES,HON 4-SHELF METAL BOOKCASES,302.94
4425,CA-2018-159464,18/05/2018,19/05/2018,FIRST CLASS,TB-21355,TODD BOYES,CORPORATE,UNITED STATES,SANDY SPRINGS,GEORGIA,30328.0,SOUTH,TEC-PH-10002185,TECHNOLOGY,PHONES,QVS USB CAR CHARGER 2-PORT 2.1AMP FOR IPOD/IPHONE/IPAD/IPAD 2/IPAD 3,34.75
4426,CA-2018-159464,18/05/2018,19/05/2018,FIRST CLASS,TB-21355,TODD BOYES,CORPORATE,UNITED STATES,SANDY SPRINGS,GEORGIA,30328.0,SOUTH,OFF-BI-10000315,OFFICE SUPPLIES,BINDERS,POLY DESIGNER COVER & BACK,113.94
4427,CA-2018-159464,18/05/2018,19/05/2018,FIRST CLASS,TB-21355,TODD BOYES,CORPORATE,UNITED STATES,SANDY SPRINGS,GEORGIA,30328.0,SOUTH,TEC-PH-10002350,TECHNOLOGY,PHONES,APPLE EARPODS WITH REMOTE AND MIC,55.98
4428,US-2018-103226,22/09/2018,28/09/2018,STANDARD CLASS,DW-13195,DAVID WIENER,CORPORATE,UNITED STATES,ALBUQUERQUE,NEW MEXICO,87105.0,WEST,OFF-PA-10002666,OFFICE SUPPLIES,PAPER,SOUTHWORTH 25% COTTON LINEN-FINISH PAPER & ENVELOPES,27.18
4429,CA-2018-119452,21/03/2018,27/03/2018,STANDARD CLASS,CL-12565,CLAY LUDTKE,CONSUMER,UNITED STATES,TULSA,OKLAHOMA,74133.0,CENTRAL,FUR-CH-10004495,FURNITURE,CHAIRS,"GLOBAL LEATHER AND OAK EXECUTIVE CHAIR, BLACK",1805.88
4430,CA-2018-147725,14/09/2018,14/09/2018,SAME DAY,LT-17110,LIZ THOMPSON,CONSUMER,UNITED STATES,ORANGE,NEW JERSEY,7050.0,EAST,OFF-AR-10001725,OFFICE SUPPLIES,ART,BOSTON HOME & OFFICE MODEL 2000 ELECTRIC PENCIL SHARPENERS,70.95
4431,CA-2017-168893,03/11/2017,08/11/2017,SECOND CLASS,AP-10915,ARTHUR PRICHEP,CONSUMER,UNITED STATES,HENDERSON,KENTUCKY,42420.0,SOUTH,OFF-FA-10002280,OFFICE SUPPLIES,FASTENERS,ADVANTUS PLASTIC PAPER CLIPS,20.0
4432,CA-2017-168893,03/11/2017,08/11/2017,SECOND CLASS,AP-10915,ARTHUR PRICHEP,CONSUMER,UNITED STATES,HENDERSON,KENTUCKY,42420.0,SOUTH,OFF-AR-10001770,OFFICE SUPPLIES,ART,ECONOMY #2 PENCILS,7.98
4433,CA-2017-168893,03/11/2017,08/11/2017,SECOND CLASS,AP-10915,ARTHUR PRICHEP,CONSUMER,UNITED STATES,HENDERSON,KENTUCKY,42420.0,SOUTH,FUR-FU-10002885,FURNITURE,FURNISHINGS,MAGNA VISUAL MAGNETIC PICTURE HANGERS,24.1
4434,CA-2017-168893,03/11/2017,08/11/2017,SECOND CLASS,AP-10915,ARTHUR PRICHEP,CONSUMER,UNITED STATES,HENDERSON,KENTUCKY,42420.0,SOUTH,OFF-AR-10003772,OFFICE SUPPLIES,ART,BOSTON 16750 BLACK COMPACT BATTERY PENCIL SHARPENER,8.75
4435,CA-2017-168893,03/11/2017,08/11/2017,SECOND CLASS,AP-10915,ARTHUR PRICHEP,CONSUMER,UNITED STATES,HENDERSON,KENTUCKY,42420.0,SOUTH,FUR-TA-10003392,FURNITURE,TABLES,GLOBAL ADAPTABILITIES CONFERENCE TABLES,842.94
4436,CA-2017-163398,03/05/2017,08/05/2017,STANDARD CLASS,CB-12415,CHRISTY BRITTAIN,CONSUMER,UNITED STATES,CHICAGO,ILLINOIS,60653.0,CENTRAL,OFF-BI-10000014,OFFICE SUPPLIES,BINDERS,HEAVY-DUTY E-Z-D BINDERS,2.182
4437,CA-2017-163398,03/05/2017,08/05/2017,STANDARD CLASS,CB-12415,CHRISTY BRITTAIN,CONSUMER,UNITED STATES,CHICAGO,ILLINOIS,60653.0,CENTRAL,OFF-AR-10003217,OFFICE SUPPLIES,ART,NEWELL 316,27.384
4438,CA-2017-163398,03/05/2017,08/05/2017,STANDARD CLASS,CB-12415,CHRISTY BRITTAIN,CONSUMER,UNITED STATES,CHICAGO,ILLINOIS,60653.0,CENTRAL,OFF-AP-10002403,OFFICE SUPPLIES,APPLIANCES,ACCO SMARTSOCKET COLOR-CODED SIX-OUTLET AC ADAPTER MODEL SURGE PROTECTORS,26.406
4439,CA-2017-162726,27/12/2017,02/01/2018,STANDARD CLASS,MT-17815,MEG TILLMAN,CONSUMER,UNITED STATES,PORT ARTHUR,TEXAS,77642.0,CENTRAL,OFF-PA-10001972,OFFICE SUPPLIES,PAPER,XEROX 214,10.368
4440,CA-2017-162726,27/12/2017,02/01/2018,STANDARD CLASS,MT-17815,MEG TILLMAN,CONSUMER,UNITED STATES,PORT ARTHUR,TEXAS,77642.0,CENTRAL,OFF-PA-10004041,OFFICE SUPPLIES,PAPER,"IT'S HOT MESSAGE BOOKS WITH STICKERS, 2 3/4"" X 5""",23.68
4441,US-2017-111290,22/07/2017,26/07/2017,STANDARD CLASS,DK-13375,DENNIS KANE,CONSUMER,UNITED STATES,WESTLAND,MICHIGAN,48185.0,CENTRAL,TEC-AC-10004975,TECHNOLOGY,ACCESSORIES,PLANTRONICS AUDIO 995 WIRELESS STEREO HEADSET,109.95
4442,US-2017-111290,22/07/2017,26/07/2017,STANDARD CLASS,DK-13375,DENNIS KANE,CONSUMER,UNITED STATES,WESTLAND,MICHIGAN,48185.0,CENTRAL,OFF-ST-10001932,OFFICE SUPPLIES,STORAGE,FELLOWES STAXONSTEEL DRAWER FILES,965.85
4443,US-2017-111290,22/07/2017,26/07/2017,STANDARD CLASS,DK-13375,DENNIS KANE,CONSUMER,UNITED STATES,WESTLAND,MICHIGAN,48185.0,CENTRAL,OFF-AR-10001761,OFFICE SUPPLIES,ART,AVERY HI-LITER SMEAR-SAFE HIGHLIGHTERS,29.2
4444,US-2017-111290,22/07/2017,26/07/2017,STANDARD CLASS,DK-13375,DENNIS KANE,CONSUMER,UNITED STATES,WESTLAND,MICHIGAN,48185.0,CENTRAL,OFF-PA-10002262,OFFICE SUPPLIES,PAPER,XEROX 192,32.4
4445,US-2015-147704,16/11/2015,21/11/2015,STANDARD CLASS,SR-20740,STEVEN ROELLE,HOME OFFICE,UNITED STATES,BLOOMINGTON,INDIANA,47401.0,CENTRAL,OFF-EN-10004483,OFFICE SUPPLIES,ENVELOPES,"#10 WHITE BUSINESS ENVELOPES,4 1/8 X 9 1/2",78.35
4446,US-2015-147704,16/11/2015,21/11/2015,STANDARD CLASS,SR-20740,STEVEN ROELLE,HOME OFFICE,UNITED STATES,BLOOMINGTON,INDIANA,47401.0,CENTRAL,OFF-PA-10003270,OFFICE SUPPLIES,PAPER,XEROX 1954,31.68
4447,US-2015-147704,16/11/2015,21/11/2015,STANDARD CLASS,SR-20740,STEVEN ROELLE,HOME OFFICE,UNITED STATES,BLOOMINGTON,INDIANA,47401.0,CENTRAL,OFF-BI-10001634,OFFICE SUPPLIES,BINDERS,WILSON JONES ACTIVE USE BINDERS,29.12
4448,US-2015-147704,16/11/2015,21/11/2015,STANDARD CLASS,SR-20740,STEVEN ROELLE,HOME OFFICE,UNITED STATES,BLOOMINGTON,INDIANA,47401.0,CENTRAL,OFF-ST-10000675,OFFICE SUPPLIES,STORAGE,"FILE SHUTTLE II AND HANDI-FILE, BLACK",169.45
4449,CA-2016-121965,19/06/2016,23/06/2016,STANDARD CLASS,LH-17155,LOGAN HAUSHALTER,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,FUR-FU-10000732,FURNITURE,FURNISHINGS,ELDON 200 CLASS DESK ACCESSORIES,12.56
4450,CA-2016-121965,19/06/2016,23/06/2016,STANDARD CLASS,LH-17155,LOGAN HAUSHALTER,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,OFF-PA-10004355,OFFICE SUPPLIES,PAPER,XEROX 231,6.48
4451,CA-2016-121965,19/06/2016,23/06/2016,STANDARD CLASS,LH-17155,LOGAN HAUSHALTER,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,OFF-EN-10000056,OFFICE SUPPLIES,ENVELOPES,CAMEO BUFF POLICY ENVELOPES,186.69
4452,CA-2017-147137,04/07/2017,06/07/2017,FIRST CLASS,AA-10645,ANNA ANDREADI,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94109.0,WEST,FUR-FU-10000221,FURNITURE,FURNISHINGS,"MASTER CASTER DOOR STOP, BROWN",25.4
4453,CA-2017-147137,04/07/2017,06/07/2017,FIRST CLASS,AA-10645,ANNA ANDREADI,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94109.0,WEST,OFF-EN-10003567,OFFICE SUPPLIES,ENVELOPES,"INTER-OFFICE RECYCLED ENVELOPES, BROWN KRAFT, BUTTON-STRING,10"" X 13"" , 100/BOX",43.96
4454,CA-2017-147137,04/07/2017,06/07/2017,FIRST CLASS,AA-10645,ANNA ANDREADI,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94109.0,WEST,FUR-BO-10001811,FURNITURE,BOOKCASES,"ATLANTIC METALS MOBILE 5-SHELF BOOKCASES, CUSTOM COLORS",1279.165
4455,CA-2017-147137,04/07/2017,06/07/2017,FIRST CLASS,AA-10645,ANNA ANDREADI,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94109.0,WEST,OFF-ST-10002486,OFFICE SUPPLIES,STORAGE,ELDON SHELF SAVERS CUBES AND BINS,27.92
4456,US-2016-146745,03/09/2016,08/09/2016,STANDARD CLASS,AS-10630,ANN STEELE,HOME OFFICE,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94110.0,WEST,FUR-CH-10002372,FURNITURE,CHAIRS,OFFICE STAR - ERGONOMICALLY DESIGNED KNEE CHAIR,129.568
4457,US-2016-146745,03/09/2016,08/09/2016,STANDARD CLASS,AS-10630,ANN STEELE,HOME OFFICE,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94110.0,WEST,OFF-BI-10003274,OFFICE SUPPLIES,BINDERS,"AVERY DURABLE SLANT RING BINDERS, NO LABELS",6.368
4458,CA-2018-115175,07/08/2018,12/08/2018,STANDARD CLASS,MC-17575,MATT COLLINS,CONSUMER,UNITED STATES,SAN JOSE,CALIFORNIA,95123.0,WEST,OFF-PA-10001878,OFFICE SUPPLIES,PAPER,XEROX 1891,244.55
4459,CA-2018-105851,13/03/2018,20/03/2018,STANDARD CLASS,SE-20110,SANJIT ENGLE,CONSUMER,UNITED STATES,DENVER,COLORADO,80219.0,WEST,OFF-SU-10002881,OFFICE SUPPLIES,SUPPLIES,MARTIN YALE CHADLESS OPENER ELECTRIC LETTER OPENER,1332.496
4460,US-2018-125717,28/09/2018,01/10/2018,FIRST CLASS,DS-13030,DARRIN SAYRE,HOME OFFICE,UNITED STATES,AURORA,COLORADO,80013.0,WEST,FUR-FU-10001979,FURNITURE,FURNISHINGS,DANA HALOGEN SWING-ARM ARCHITECT LAMP,32.776
4461,US-2018-125717,28/09/2018,01/10/2018,FIRST CLASS,DS-13030,DARRIN SAYRE,HOME OFFICE,UNITED STATES,AURORA,COLORADO,80013.0,WEST,OFF-ST-10001522,OFFICE SUPPLIES,STORAGE,"GOULD PLASTICS 18-POCKET PANEL BIN, 34W X 5-1/4D X 20-1/2H",147.184
4462,US-2018-125717,28/09/2018,01/10/2018,FIRST CLASS,DS-13030,DARRIN SAYRE,HOME OFFICE,UNITED STATES,AURORA,COLORADO,80013.0,WEST,TEC-AC-10003657,TECHNOLOGY,ACCESSORIES,LENOVO 17-KEY USB NUMERIC KEYPAD,54.384
4463,US-2018-125717,28/09/2018,01/10/2018,FIRST CLASS,DS-13030,DARRIN SAYRE,HOME OFFICE,UNITED STATES,AURORA,COLORADO,80013.0,WEST,OFF-BI-10001718,OFFICE SUPPLIES,BINDERS,GBC DOCUBIND P50 PERSONAL BINDING MACHINE,76.776
4464,US-2018-125717,28/09/2018,01/10/2018,FIRST CLASS,DS-13030,DARRIN SAYRE,HOME OFFICE,UNITED STATES,AURORA,COLORADO,80013.0,WEST,OFF-PA-10003022,OFFICE SUPPLIES,PAPER,XEROX 1992,14.352
4465,US-2018-125717,28/09/2018,01/10/2018,FIRST CLASS,DS-13030,DARRIN SAYRE,HOME OFFICE,UNITED STATES,AURORA,COLORADO,80013.0,WEST,OFF-AP-10000891,OFFICE SUPPLIES,APPLIANCES,KENSINGTON 7 OUTLET MASTERPIECE HOMEOFFICE POWER CONTROL CENTER,209.792
4466,CA-2016-163895,07/08/2016,11/08/2016,STANDARD CLASS,NS-18640,NOEL STAAVOS,CORPORATE,UNITED STATES,BOISE,IDAHO,83704.0,WEST,OFF-BI-10004970,OFFICE SUPPLIES,BINDERS,"ACCOHIDE 3-RING BINDER, BLUE, 1""",3.304
4467,CA-2018-168641,24/11/2018,01/12/2018,STANDARD CLASS,KA-16525,KELLY ANDREADA,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10035.0,EAST,OFF-AR-10003759,OFFICE SUPPLIES,ART,"CRAYOLA ANTI DUST CHALK, 12/PACK",16.38
4468,CA-2018-168641,24/11/2018,01/12/2018,STANDARD CLASS,KA-16525,KELLY ANDREADA,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10035.0,EAST,OFF-EN-10003001,OFFICE SUPPLIES,ENVELOPES,AMES COLOR-FILE GREEN DIAMOND BORDER X-RAY MAILERS,167.96
4469,CA-2018-168641,24/11/2018,01/12/2018,STANDARD CLASS,KA-16525,KELLY ANDREADA,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10035.0,EAST,FUR-BO-10000780,FURNITURE,BOOKCASES,O'SULLIVAN PLANTATIONS 2-DOOR LIBRARY IN LANDVERY OAK,321.568
4470,CA-2018-168641,24/11/2018,01/12/2018,STANDARD CLASS,KA-16525,KELLY ANDREADA,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10035.0,EAST,OFF-PA-10001972,OFFICE SUPPLIES,PAPER,XEROX 214,12.96
4471,CA-2018-156895,08/05/2018,12/05/2018,STANDARD CLASS,DJ-13510,DON JONES,CORPORATE,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19140.0,EAST,FUR-CH-10003535,FURNITURE,CHAIRS,"GLOBAL ARMLESS TASK CHAIR, ROYAL BLUE",128.058
4472,CA-2018-121300,29/09/2018,29/09/2018,SAME DAY,MG-17680,MAUREEN GASTINEAU,HOME OFFICE,UNITED STATES,MENTOR,OHIO,44060.0,EAST,FUR-CH-10003774,FURNITURE,CHAIRS,"GLOBAL WOOD TRIMMED MANAGER'S TASK CHAIR, KHAKI",63.686
4473,CA-2018-121300,29/09/2018,29/09/2018,SAME DAY,MG-17680,MAUREEN GASTINEAU,HOME OFFICE,UNITED STATES,MENTOR,OHIO,44060.0,EAST,TEC-AC-10004571,TECHNOLOGY,ACCESSORIES,LOGITECH G700S RECHARGEABLE GAMING MOUSE,239.976
4474,CA-2018-121300,29/09/2018,29/09/2018,SAME DAY,MG-17680,MAUREEN GASTINEAU,HOME OFFICE,UNITED STATES,MENTOR,OHIO,44060.0,EAST,FUR-TA-10004442,FURNITURE,TABLES,RIVERSIDE FURNITURE STANWYCK MANOR TABLE SERIES,344.22
4475,CA-2018-121300,29/09/2018,29/09/2018,SAME DAY,MG-17680,MAUREEN GASTINEAU,HOME OFFICE,UNITED STATES,MENTOR,OHIO,44060.0,EAST,OFF-PA-10002787,OFFICE SUPPLIES,PAPER,XEROX 227,15.552
4476,CA-2018-121300,29/09/2018,29/09/2018,SAME DAY,MG-17680,MAUREEN GASTINEAU,HOME OFFICE,UNITED STATES,MENTOR,OHIO,44060.0,EAST,FUR-FU-10004586,FURNITURE,FURNISHINGS,G.E. LONGER-LIFE INDOOR RECESSED FLOODLIGHT BULBS,21.248
4477,CA-2018-121300,29/09/2018,29/09/2018,SAME DAY,MG-17680,MAUREEN GASTINEAU,HOME OFFICE,UNITED STATES,MENTOR,OHIO,44060.0,EAST,OFF-PA-10002606,OFFICE SUPPLIES,PAPER,XEROX 1928,8.448
4478,CA-2018-130211,22/10/2018,22/10/2018,SAME DAY,BD-11620,BRIAN DECHERNEY,CONSUMER,UNITED STATES,LAWTON,OKLAHOMA,73505.0,CENTRAL,OFF-ST-10000129,OFFICE SUPPLIES,STORAGE,FELLOWES RECYCLED STORAGE DRAWERS,333.09
4479,CA-2018-130211,22/10/2018,22/10/2018,SAME DAY,BD-11620,BRIAN DECHERNEY,CONSUMER,UNITED STATES,LAWTON,OKLAHOMA,73505.0,CENTRAL,FUR-TA-10003748,FURNITURE,TABLES,BEVIS 36 X 72 CONFERENCE TABLES,248.98
4480,CA-2015-147235,24/03/2015,28/03/2015,STANDARD CLASS,CD-11920,CARLOS DALY,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10024.0,EAST,OFF-PA-10004948,OFFICE SUPPLIES,PAPER,XEROX 190,24.9
4481,CA-2017-109365,03/11/2017,08/11/2017,STANDARD CLASS,XP-21865,XYLONA PREIS,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049.0,WEST,OFF-FA-10001561,OFFICE SUPPLIES,FASTENERS,STOCKWELL PUSH PINS,15.26
4482,CA-2017-109365,03/11/2017,08/11/2017,STANDARD CLASS,XP-21865,XYLONA PREIS,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049.0,WEST,OFF-AP-10002998,OFFICE SUPPLIES,APPLIANCES,HOLMES 99% HEPA AIR PURIFIER,43.32
4483,CA-2017-109365,03/11/2017,08/11/2017,STANDARD CLASS,XP-21865,XYLONA PREIS,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049.0,WEST,OFF-BI-10003981,OFFICE SUPPLIES,BINDERS,"AVERY DURABLE PLASTIC 1"" BINDERS",43.584
4484,CA-2017-109365,03/11/2017,08/11/2017,STANDARD CLASS,XP-21865,XYLONA PREIS,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049.0,WEST,OFF-PA-10001725,OFFICE SUPPLIES,PAPER,XEROX 1892,116.28
4485,CA-2017-109365,03/11/2017,08/11/2017,STANDARD CLASS,XP-21865,XYLONA PREIS,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049.0,WEST,OFF-BI-10002071,OFFICE SUPPLIES,BINDERS,FELLOWES BLACK PLASTIC COMB BINDINGS,9.296
